title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
Estimation of structural grids and substructures for BIM-to-FEM analytical model generation using Dynamic Graph Convolutional Neural Networks,2026-07-01,OpenAlex,Journal of Building Engineering,https://doi.org/10.1016/j.jobe.2026.116691,https://doi.org/10.1016/j.jobe.2026.116691,https://doi.org/10.1016/j.jobe.2026.116691,51,BIM; IFC; ifc model; ifc models; industry foundation class; industry foundation classes,提出一种基于动态图卷积神经网络的预处理框架，从IFC几何模型中推断结构网格和子结构，通过柱位置点集输入DGCNN进行分组与分类，结合后处理生成FEM模型。在合成和真实IFC模型上验证，能稳定恢复柱主导布局的结构网格，减少手动预处理工作量。
Legal Liability for Construction Failures In The Digital Era: A Qualitative Analysis of The Use Of Building Information Modeling (BIM),2026-07-01,OpenAlex,Jurnal Teknik Sipil dan Perencanaan,https://doi.org/10.15294/jtsp.v28i1.36052,https://doi.org/10.15294/jtsp.v28i1.36052,https://doi.org/10.15294/jtsp.v28i1.36052,46,BIM; building information model; building information modeling; building information modelling,通过定性文献综述与规范分析，研究BIM在建筑行业应用中因协作模糊传统责任边界而引发的法律挑战，发现合同条款与BIM执行计划（BEP）的不足导致设计或技术故障时责任方难以认定，需重构合同与法规以明确数字审计机制。
"Artificial Intelligence in BIM Clash Management: Assessment of Current Techniques, Automation Levels, and Deployment Readiness",2026-07-01,OpenAlex,Buildings,https://doi.org/10.3390/buildings16132623,https://doi.org/10.3390/buildings16132623,https://www.mdpi.com/2075-5309/16/13/2623/pdf?version=1782869745,37,BIM; bim-based; building information model; building information modelling,遵循PRISMA 2020方法，综合2019至2026年间21项实证研究，评估了人工智能在BIM冲突管理各阶段的应用。发现研究集中于冲突过滤，解决与预防阶段探索不足，且因缺乏共享基准数据集，系统部署准备度受限。
Digital Twinning of a Steel Composite Bridge using Semantic Data Structures.,2026-07-01,OpenAlex,Computer-Aided Civil and Infrastructure Engineering,https://doi.org/10.1016/j.cacaie.2026.100142,https://doi.org/10.1016/j.cacaie.2026.100142,https://doi.org/10.1016/j.cacaie.2026.100142,37,BIM; building information model; building information modelling; digital twin; IFC,基于IFC标准，为巴塞罗那大都会区一座钢-混凝土组合桥梁构建语义数字孪生，通过知识图谱整合视觉检测、振动数据和激光扫描几何信息，实现异构数据源在统一开放框架下的互操作性。
Integrating NDT Results into BIM for Social Housing Renovation: The ReHouse Project Methodology,2026-07-01,OpenAlex,e-Journal of Nondestructive Testing,https://doi.org/10.58286/33467,https://doi.org/10.58286/33467,https://doi.org/10.58286/33467,37,BIM; bim model; building information model; building information modelling,提出一种将非破坏性检测（NDT）结果集成到建筑信息模型（BIM）中的方法工作流，以意大利社会住房改造项目为案例，通过usBIM平台将NDT数据（数值、图像、采样点）与BIM对象关联，实现诊断数据的空间定位，为既有建筑改造提供可复制的数据集成框架。
BIM-HR Integration for Offshore Material Traceability,2026-07-01,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.21102993,https://doi.org/10.5281/zenodo.21102993,https://doi.org/10.5281/zenodo.21102993,30,BIM; building information model; building information modeling,针对海上棕地项目物料追溯性缺失问题，整合BIM、人力资源管理与采购策略，分析缺乏正式物料清单导致的效率低下与成本超支。基于里海案例，对比采购方案并评估招聘应届生与实习工程师为最可行人力资源方案，强调BIM需作为协调核心。
BIM for Sustainable Urban Construction: A Systematic Review of Capability Assessment and Implementation with Implications for China,2026-07-01,OpenAlex,Sustainability,https://doi.org/10.3390/su18136692,https://doi.org/10.3390/su18136692,https://www.mdpi.com/2071-1050/18/13/6692/pdf?version=1782920774,30,BIM; building information model; building information modeling,基于PRISMA框架，系统综述了BIM在可持续城市建设中的12项主要功能，包括三维建模、数据管理、多方协作等，并提出了整合这些功能的概念框架，以支持中国建筑业的信息集成与全生命周期协调。
A Review of Collaborative Research on BIM Technology in the Whole Life Cycle of Green Buildings,2026-07-01,OpenAlex,Exploring Science Academic Conference Series,https://doi.org/10.70267/ic-aimees.20260435445,https://doi.org/10.70267/ic-aimees.20260435445,https://doi.org/10.70267/ic-aimees.20260435445,30,BIM; building information model; building information modeling,基于对绿色建筑全生命周期中BIM技术应用的文献综述，梳理了其在规划、设计、施工、运维及拆除阶段的应用策略与集成技术，发现BIM在能耗计算、碳排放评估、绿色施工监管和智能运维中效果显著，但面临跨平台数据格式不统一和跨学科人才不足的挑战。
BIM transition in developing countries: A framework based on evidence from the Turkish AEC industry,2026-07-01,OpenAlex,International Journal of Architectural Computing,https://doi.org/10.1177/14780771261467182,https://doi.org/10.1177/14780771261467182,,30,BIM; building information model; building information modeling,基于土耳其建筑、工程与施工行业的专家访谈，提出一个包含动机、投入、推动因素、障碍、收益和影响六个组件的BIM过渡框架，并识别出46个关键因素。研究发现客户需求是主要动机，高层管理支持是最关键的推动因素，而建筑企业比工程和设计企业更重视投入。
Prospecção Tecnológica de Unidades Didáticas na Engenharia Química: tendências em patentes e lacunas educacionais,2026-07-01,OpenAlex,Cadernos de Prospecção,https://doi.org/10.9771/cp.v19i3.68740,https://doi.org/10.9771/cp.v19i3.68740,https://periodicos.ufba.br/index.php/nit/article/download/68740/40594,27,BIM; building information model; building information modeling,"基于30篇学术文献和3,840件专利的科技前瞻分析，发现化学工程教学单元领域仅有2项相关专利和2项科研倡议，中国在技术布局上领先；研究揭示了该领域存在显著教育空白，而BIM、3D模拟等新兴技术的整合是重要创新机遇。"
Artificial Intelligence for Sustainable Energy Improvements in the Conservation of Cultural Heritage Historic Buildings,2026-07-01,OpenAlex,European Journal of Technic,https://doi.org/10.36222/ejt.1957250,https://doi.org/10.36222/ejt.1957250,https://dergipark.org.tr/en/download/article-file/6042930,25,building information model; building information modeling; digital twin,??122?Web of Science?????PRISMA???????????????AI??????????????????????????HBIM/????????????????????
Data-driven integration of non-destructive envelope diagnostics into HBIM for energy-aware digital models of historic buildings,2026-07-01,OpenAlex,e-Journal of Nondestructive Testing,https://doi.org/10.58286/33222,https://doi.org/10.58286/33222,https://doi.org/10.58286/33222,25,building information model; building information modelling; digital twin,提出一种将红外热成像与现场热传导测量等非破坏性围护结构诊断数据集成至历史建筑信息模型（HBIM）的方法，通过语义关联诊断数据与模型元素，实现假定与实测热工性能的对比，从而提升历史建筑能耗评估的可靠性并支持面向能源的数字孪生构建。
SubD and traditional modelling techniques for Gothic architecture: insights from the Founder’s Chapel into HBIM integration,2026-07-01,OpenAlex,Journal of Building Pathology and Rehabilitation,https://doi.org/10.1007/s41024-026-00871-1,https://doi.org/10.1007/s41024-026-00871-1,https://link.springer.com/content/pdf/10.1007/s41024-026-00871-1.pdf,22,building information modelling; building information model,本研究比较了参数化、NURBS、网格重建和SubD四种技术，用于捕捉巴塔利亚修道院创始人礼拜堂的复杂拱顶几何。通过地面激光扫描点云数据评估几何精度、时间效率和模型灵活性，发现参数化建模适应性高，SubD是高效的数字遗产新方法，建议采用混合框架整合各技术优势。
BIM oriented Non-Destructive Testing of a reinforced concrete building,2026-07-01,OpenAlex,e-Journal of Nondestructive Testing,https://doi.org/10.58286/33466,https://doi.org/10.58286/33466,https://doi.org/10.58286/33466,21,BIM; building information model; digital twin,提出一种将无损检测数据集成到建筑信息模型中的方法，用于监测既有钢筋混凝土建筑的健康状态。通过意大利卡梅里诺的案例研究，利用无损检测快速获取材料特性并优化检测计划，最终在实时信息系统中构建可持续更新的数字孪生体，实现长期结构健康监测与维护规划。
From Propagation to Prediction: Point-level Uncertainty Evaluation of MLS Point Clouds under Limited Ground Truth,2026-07-01,OpenAlex,"ISPRS annals of the photogrammetry, remote sensing and spatial information sciences",https://doi.org/10.5194/isprs-annals-xi-1-2026-463-2026,https://doi.org/10.5194/isprs-annals-xi-1-2026-463-2026,https://doi.org/10.5194/isprs-annals-xi-1-2026-463-2026,13,BIM; scan-to-bim,提出一种基于学习的移动激光扫描点云不确定性评估框架，通过集成最优邻域估计与几何特征提取，在无需完整地面真值的情况下预测点级不确定性。实验表明，XGBoost模型在精度上与随机森林相当，但效率提升约3倍，验证了几何特征可用于预测C2C距离量化的不确定性。
Integrating Digital Tools for Automated Circularity Assessment of Construction Products: A Case Study,2026-07-01,OpenAlex,Sustainability,https://doi.org/10.3390/su18136650,https://doi.org/10.3390/su18136650,https://www.mdpi.com/2071-1050/18/13/6650/pdf?version=1782888945,12,BIM; bim model,提出一种基于UNI/TS 11820:2024标准的自动化数字工具，通过Excel编码和Dynamo实现建筑产品循环性水平（LC）的自动计算及BIM集成。以ITER项目案例评估掺入副产物的地基灰泥，得到LC值43.77%，揭示了材料效率优势与可再生能源及末端管理的局限。
Real-Time Settlement of Civil Construction Works through 5D/6D BIM–IoT Convergence: A Verifiable Quantitative Engineering Framework for Digital Cost Closure in Peru,2026-07-01,OpenAlex,Research Square,https://doi.org/10.21203/rs.3.rs-10196399/v1,https://doi.org/10.21203/rs.3.rs-10196399/v1,https://www.researchsquare.com/article/rs-10196399/latest.pdf,8,BIM,针对秘鲁土木工程，提出一种通过5D/6D BIM与物联网融合实现实时沉降监测的框架，旨在为数字成本结算提供可验证的定量工程方法。
